country,iso3,date,gdp_pc,poverty,pop,region
Israel,ISR,2019-01-01,44789.8910385071,0.7,9054000.0,Asia
Ireland,IRL,2019-01-01,94837.0687401879,0.1,4934340.0,Europe
"Iran, Islamic Rep.",IRN,2019-01-01,14119.7281189866,0.7,86564202.0,Asia
Indonesia,IDN,2019-01-01,12895.3329182672,3.4,269582878.0,Asia
India,IND,2019-01-01,7964.02356341012,13.2,1383112050.0,Asia
Hungary,HUN,2019-01-01,37557.9267028675,0.3,9771141.0,Europe
Honduras,HND,2019-01-01,6254.46068785408,12.7,9958829.0,Americas
Greece,GRC,2019-01-01,33117.697815281,0.7,10721582.0,Europe
Germany,DEU,2019-01-01,62506.5815586262,0.2,83092962.0,Europe
Georgia,GEO,2019-01-01,18186.8816465807,4.8,3720161.0,Asia
France,FRA,2019-01-01,55010.3558807515,0.1,67388001.0,Europe
Finland,FIN,2019-01-01,57751.5942383105,0.0,5521606.0,Europe
Fiji,FJI,2019-01-01,13514.9933374742,1.3,918465.0,Oceania
Estonia,EST,2019-01-01,42167.4906967975,0.6,1326898.0,Europe
El Salvador,SLV,2019-01-01,10446.7309419795,1.4,6280217.0,Americas
"Egypt, Arab Rep.",EGY,2019-01-01,15301.7913708943,1.5,105618671.0,Africa
Ecuador,ECU,2019-01-01,13850.4502042877,3.6,17343740.0,Americas
Dominican Republic,DOM,2019-01-01,21387.7361285807,0.8,10881882.0,Americas
Denmark,DNK,2019-01-01,67515.2941294462,0.3,5814422.0,Europe
Czechia,CZE,2019-01-01,48709.5802177969,0.0,10671870.0,Europe
Cyprus,CYP,2019-01-01,46621.96484375,0.2,1228836.0,Asia
Croatia,HRV,2019-01-01,34355.2229060333,0.3,4065253.0,Europe
Costa Rica,CRI,2019-01-01,23251.2001304615,1.1,5084532.0,Americas
Colombia,COL,2019-01-01,17554.6131003746,5.3,50187406.0,Americas
China,CHN,2019-01-01,18465.298945245,0.0,1407745000.0,Asia
Canada,CAN,2019-01-01,56713.0888767094,0.2,37618495.0,Americas
Bulgaria,BGR,2019-01-01,28040.7233087528,0.9,6975761.0,Europe
Brazil,BRA,2019-01-01,17650.4413769944,5.4,211782878.0,Americas
Bolivia,BOL,2019-01-01,9895.42007535483,1.9,11777315.0,Americas
Belgium,BEL,2019-01-01,61871.7026087319,0.1,11488980.0,Europe
Belarus,BLR,2019-01-01,26798.8630930108,0.0,9419758.0,Europe
Austria,AUT,2019-01-01,65721.9904800008,0.6,8879920.0,Europe
Armenia,ARM,2019-01-01,17031.1183072476,1.0,2820602.0,Asia
Argentina,ARG,2019-01-01,26656.7939194468,1.1,44938712.0,Americas
Albania,ALB,2019-01-01,15211.4433111205,0.0,2854191.0,Europe
Viet Nam,VNM,2020-01-01,12026.8101698954,0.7,96648685.0,Asia
Uruguay,URY,2020-01-01,27626.8014673402,0.2,3429086.0,Americas
United States,USA,2020-01-01,67266.187874108,0.2,331526933.0,Americas
United Kingdom,GBR,2020-01-01,48583.7606864189,0.5,67081234.0,Europe
Ukraine,UKR,2020-01-01,17285.904296875,0.0,44207754.0,Europe
Turkiye,TUR,2020-01-01,28649.5552028865,0.5,83384680.0,Asia
Thailand,THA,2020-01-01,20002.8455526922,0.0,71475664.0,Asia
Switzerland,CHE,2020-01-01,78023.3462830438,0.0,8638167.0,Europe
Sweden,SWE,2020-01-01,60064.627626835,0.4,10353442.0,Europe
Spain,ESP,2020-01-01,41038.9814959965,0.9,47365655.0,Europe
Slovenia,SVN,2020-01-01,43082.2638785995,0.0,2102419.0,Europe
Slovak Republic,SVK,2020-01-01,35993.3004593417,0.2,5458827.0,Europe
Serbia,SRB,2020-01-01,20758.4176403572,1.6,6899126.0,Europe
Russian Federation,RUS,2020-01-01,36746.375,0.1,145245148.0,Europe
Romania,ROU,2020-01-01,35651.6301826816,1.4,19265250.0,Europe
Portugal,PRT,2020-01-01,36909.2419184108,0.5,10297081.0,Europe
Poland,POL,2020-01-01,37686.8864018817,0.1,37899070.0,Europe
Peru,PER,2020-01-01,13421.4902490446,5.8,33304756.0,Americas
Paraguay,PRY,2020-01-01,14957.7845650511,0.8,6618695.0,Americas
Netherlands,NLD,2020-01-01,64080.8302893499,0.0,17441500.0,Europe
Montenegro,MNE,2020-01-01,21608.7598392914,1.8,621306.0,Europe
Mexico,MEX,2020-01-01,20097.0517106926,2.1,125998302.0,Americas
Malta,MLT,2020-01-01,47838.3222907299,0.3,515332.0,Europe
Luxembourg,LUX,2020-01-01,130689.499653899,0.0,630419.0,Europe
Lithuania,LTU,2020-01-01,43758.8209324122,0.2,2794885.0,Europe
Latvia,LVA,2020-01-01,34168.8915597792,0.5,1900449.0,Europe
Kyrgyz Republic,KGZ,2020-01-01,5661.25820738967,1.3,6579900.0,Asia
"Korea, Rep.",KOR,2020-01-01,46506.9330421639,0.0,51836239.0,Asia
Kenya,KEN,2020-01-01,5079.92772835504,35.0,51985780.0,Africa
Kazakhstan,KAZ,2020-01-01,33251.4316414896,0.0,18755666.0,Asia
Italy,ITA,2020-01-01,45835.907693984,0.8,59438851.0,Europe
Israel,ISR,2020-01-01,43189.5314715676,0.4,9215100.0,Asia
Ireland,IRL,2020-01-01,100077.397521154,0.1,4985382.0,Europe
"Iran, Islamic Rep.",IRN,2020-01-01,14468.6113892607,0.8,87290193.0,Asia
Indonesia,IDN,2020-01-01,12523.290429915,2.8,271857970.0,Asia
India,IND,2020-01-01,7432.5467965831,15.5,1396387127.0,Asia
Hungary,HUN,2020-01-01,35949.9188680058,0.4,9750149.0,Europe
Greece,GRC,2020-01-01,30096.8249341271,0.8,10698599.0,Europe
Germany,DEU,2020-01-01,60065.5097891379,0.2,83160871.0,Europe
Georgia,GEO,2020-01-01,17031.1440283426,5.8,3722716.0,Asia
"Gambia, The",GMB,2020-01-01,2641.15259591451,17.2,2573995.0,Africa
France,FRA,2020-01-01,50724.4943733889,0.1,67571107.0,Europe
Finland,FIN,2020-01-01,56310.6209463241,0.0,5529543.0,Europe
Estonia,EST,2020-01-01,41677.9811972021,0.3,1329522.0,Europe
Ecuador,ECU,2020-01-01,12394.9733035259,6.5,17588595.0,Americas
Dominican Republic,DOM,2020-01-01,19736.8042266738,1.0,10999664.0,Americas
Denmark,DNK,2020-01-01,65686.5286788328,0.2,5831404.0,Europe
Czechia,CZE,2020-01-01,45917.2904317005,0.0,10697858.0,Europe
Cyprus,CYP,2020-01-01,44509.1015625,0.0,1237537.0,Asia
Croatia,HRV,2020-01-01,31564.4520655316,0.3,4047680.0,Europe
Costa Rica,CRI,2020-01-01,22090.0115766905,2.3,5123105.0,Americas
"Congo, Dem. Rep.",COD,2020-01-01,1320.79479820446,78.9,92853164.0,Africa
Colombia,COL,2020-01-01,16055.3797346553,9.4,50930662.0,Americas
China,CHN,2020-01-01,18833.7847033116,0.0,1411100000.0,Asia
Chile,CHL,2020-01-01,26353.4868038855,1.3,19300315.0,Americas
Burundi,BDI,2020-01-01,860.998892203647,62.1,12220227.0,Africa
Bulgaria,BGR,2020-01-01,27090.7070616166,0.2,6934015.0,Europe
Brazil,BRA,2020-01-01,16958.8963475485,2.0,213196304.0,Americas
Bolivia,BOL,2020-01-01,8910.58780838611,3.1,11936162.0,Americas
Belgium,BEL,2020-01-01,58337.7581284065,0.1,11538604.0,Europe
Belarus,BLR,2020-01-01,26731.4943486494,0.0,9379952.0,Europe
Austria,AUT,2020-01-01,61108.4211360952,0.7,8916864.0,Europe
Armenia,ARM,2020-01-01,15889.3437365965,0.4,2805608.0,Asia
Argentina,ARG,2020-01-01,23785.7843805643,1.2,45376763.0,Americas
Albania,ALB,2020-01-01,14793.8528859268,0.0,2837849.0,Europe
Uruguay,URY,2021-01-01,29187.42867517,0.1,3426260.0,Americas
United States,USA,2021-01-01,71055.87619383,0.2,332048977.0,Americas
United Kingdom,GBR,2021-01-01,52841.6345850474,0.2,67026292.0,Europe
Turkiye,TUR,2021-01-01,31637.5305444616,0.4,84147318.0,Asia
Tunisia,TUN,2021-01-01,12159.0545314745,0.3,12262946.0,Africa
Tonga,TON,2021-01-01,6742.46177359667,0.0,106017.0,Oceania
Togo,TGO,2021-01-01,2646.82803893719,26.6,8644829.0,Africa
Thailand,THA,2021-01-01,20280.9337147138,0.0,71601103.0,Asia
Sweden,SWE,2021-01-01,63375.0446462412,0.6,10415811.0,Europe
Spain,ESP,2021-01-01,43620.6040614123,0.6,47415794.0,Europe
Slovenia,SVN,2021-01-01,46502.0978938704,0.0,2108079.0,Europe
Slovak Republic,SVK,2021-01-01,37790.7874369526,0.1,5447247.0,Europe
Serbia,SRB,2021-01-01,22574.2304722328,1.2,6834326.0,Europe
Senegal,SEN,2021-01-01,4258.78628355107,9.9,16876720.0,Africa
Russian Federation,RUS,2021-01-01,38938.49609375,0.2,144746762.0,Europe
Romania,ROU,2021-01-01,37969.1538938334,1.8,19122059.0,Europe
Portugal,PRT,2021-01-01,38783.0115625218,0.2,10361831.0,Europe
Poland,POL,2021-01-01,40462.6887122126,0.1,37747124.0,Europe
Philippines,PHL,2021-01-01,8797.16871184371,3.0,113880328.0,Asia
Peru,PER,2021-01-01,15028.6277005836,2.8,33715471.0,Americas
Paraguay,PRY,2021-01-01,15361.0847494949,0.7,6703799.0,Americas
Panama,PAN,2021-01-01,30895.8322499594,1.1,4351267.0,Americas
Niger,NER,2021-01-01,1538.4707469366,50.6,25252722.0,Africa
Netherlands,NLD,2021-01-01,67693.3264311302,0.1,17533044.0,Europe
Montenegro,MNE,2021-01-01,24509.936480946,2.0,619211.0,Europe
Moldova,MDA,2021-01-01,15682.0703284653,0.0,2595809.0,Europe
Mali,MLI,2021-01-01,2399.46153474407,20.8,21904983.0,Africa
Malaysia,MYS,2021-01-01,30456.0928951741,0.0,33573874.0,Asia
Luxembourg,LUX,2021-01-01,137947.34385169,0.1,640064.0,Europe
Lithuania,LTU,2021-01-01,46410.0676392912,0.3,2800839.0,Europe
Latvia,LVA,2021-01-01,36777.8928459839,0.4,1884490.0,Europe
Kyrgyz Republic,KGZ,2021-01-01,5802.38897216037,0.7,6773400.0,Asia
"Korea, Rep.",KOR,2021-01-01,48571.4322096427,0.0,51769539.0,Asia
Kenya,KEN,2021-01-01,5360.36190289931,36.1,53005614.0,Africa
Kazakhstan,KAZ,2021-01-01,33893.8954572043,0.0,19191356.0,Asia
Jamaica,JAM,2021-01-01,9610.98933709822,0.3,2827695.0,Americas
Italy,ITA,2021-01-01,49901.6121367429,0.8,59133173.0,Europe
Israel,ISR,2021-01-01,46126.6423137421,0.2,9371400.0,Asia
Ireland,IRL,2021-01-01,114120.544516392,0.1,5033164.0,Europe
"Iran, Islamic Rep.",IRN,2021-01-01,15042.3741124724,0.7,87923432.0,Asia
Indonesia,IDN,2021-01-01,12897.1031444698,2.9,273753191.0,Asia
India,IND,2021-01-01,8087.9938026769,12.9,1407563842.0,Asia
Hungary,HUN,2021-01-01,38647.9980847097,0.4,9709891.0,Europe
Guinea-Bissau,GNB,2021-01-01,2278.02339468524,26.0,2060721.0,Africa
Greece,GRC,2021-01-01,33018.2544152866,0.6,10569207.0,Europe
Georgia,GEO,2021-01-01,18915.6534005263,5.5,3708610.0,Asia
France,FRA,2021-01-01,53834.7992971017,0.1,67764304.0,Europe
Finland,FIN,2021-01-01,57788.9034581748,0.0,5541017.0,Europe
Estonia,EST,2021-01-01,44651.9992190266,0.3,1330932.0,Europe
El Salvador,SLV,2021-01-01,10709.7595787161,3.6,6314167.0,Americas
Ecuador,ECU,2021-01-01,13452.0087723253,3.6,17797737.0,Americas
Dominican Republic,DOM,2021-01-01,21923.3019358073,0.9,11117873.0,Americas
Denmark,DNK,2021-01-01,69878.9348117258,0.2,5856733.0,Europe
Czechia,CZE,2021-01-01,48418.1157871868,0.1,10505772.0,Europe
Cyprus,CYP,2021-01-01,48466.84375,0.0,1244188.0,Asia
Croatia,HRV,2021-01-01,37232.5957719881,0.3,3878981.0,Europe
Cote d'Ivoire,CIV,2021-01-01,6520.73116025072,9.7,27478249.0,Africa
Costa Rica,CRI,2021-01-01,23700.2961313917,1.2,5153957.0,Americas
Colombia,COL,2021-01-01,17587.2317932888,7.3,51516562.0,Americas
China,CHN,2021-01-01,20406.7296584605,0.0,1412360000.0,Asia
Central African Republic,CAF,2021-01-01,1057.19439503026,65.7,5457154.0,Africa
Cameroon,CMR,2021-01-01,4741.76177028658,23.0,27198628.0,Africa
Burkina Faso,BFA,2021-01-01,2467.74060013055,25.3,22100683.0,Africa
Bulgaria,BGR,2021-01-01,29404.9605099327,0.7,6877743.0,Europe
Brazil,BRA,2021-01-01,17672.9168034655,5.8,214326223.0,Americas
Bolivia,BOL,2021-01-01,9342.97184427306,2.0,12079472.0,Americas
Benin,BEN,2021-01-01,3575.31148668734,12.7,12996895.0,Africa
Belgium,BEL,2021-01-01,62123.1613172906,0.0,11586195.0,Europe
Austria,AUT,2021-01-01,63421.2035870778,0.5,8955797.0,Europe
Armenia,ARM,2021-01-01,16899.0709181676,0.5,2790974.0,Asia
Argentina,ARG,2021-01-01,26086.8023552274,0.9,45808747.0,Americas
Zambia,ZMB,2022-01-01,3610.66640824937,64.3,20017675.0,Africa
Viet Nam,VNM,2022-01-01,13126.9750523914,1.0,98186856.0,Asia
Uzbekistan,UZB,2022-01-01,8447.54974697073,2.3,35648100.0,Asia
Uruguay,URY,2022-01-01,30592.3032667726,0.2,3422794.0,Americas
United States,USA,2022-01-01,72165.4834696586,1.2,333271411.0,Americas
Suriname,SUR,2022-01-01,18741.7428523702,1.1,618040.0,Americas
Peru,PER,2022-01-01,15286.7428634123,2.7,34049588.0,Americas
Paraguay,PRY,2022-01-01,15213.5082389744,1.3,6780744.0,Americas
Nepal,NPL,2022-01-01,4633.62848124423,0.4,30547580.0,Asia
Mongolia,MNG,2022-01-01,15469.8391456671,0.2,3398366.0,Asia
Mexico,MEX,2022-01-01,21828.7656030591,1.2,127504125.0,Americas
Kyrgyz Republic,KGZ,2022-01-01,6140.05957385476,0.3,6974900.0,Asia
"Iran, Islamic Rep.",IRN,2022-01-01,15499.9117637776,0.5,88550570.0,Asia
Indonesia,IDN,2022-01-01,13495.4266632717,2.2,275501339.0,Asia
Georgia,GEO,2022-01-01,20966.5280391134,4.3,3712502.0,Asia
El Salvador,SLV,2022-01-01,10970.9685838149,3.4,6336392.0,Americas
Ecuador,ECU,2022-01-01,14122.8753153831,3.2,18001000.0,Americas
Dominican Republic,DOM,2022-01-01,22761.2666825432,0.8,11228821.0,Americas
Costa Rica,CRI,2022-01-01,24650.4890119048,0.9,5180829.0,Americas
Colombia,COL,2022-01-01,18739.1181123492,6.0,51874024.0,Americas
Chile,CHL,2022-01-01,29480.955184558,0.4,19603733.0,Americas
Chad,TCD,2022-01-01,1758.1962566611,30.8,17723315.0,Africa
Brazil,BRA,2022-01-01,18122.5746319169,3.5,215313498.0,Americas
Bhutan,BTN,2022-01-01,14033.6182889069,0.0,782455.0,Asia
Bangladesh,BGD,2022-01-01,7805.15301880036,5.0,171186372.0,Asia
Armenia,ARM,2022-01-01,19100.2456307942,0.8,2780469.0,Asia
Argentina,ARG,2022-01-01,27127.4390969333,0.6,46234830.0,Americas
Panama,PAN,2023-01-01,35779.8160966517,1.3,4468087.0,Americas
Indonesia,IDN,2023-01-01,14072.8537097538,1.8,277534122.0,Asia
Ecuador,ECU,2023-01-01,14304.9218464541,3.8,18190484.0,Americas
Costa Rica,CRI,2023-01-01,25754.7863607816,0.9,5212173.0,Americas
