country,iso3,date,gdp_pc,poverty,pop,region
Senegal,SEN,2001-01-01,3236.45088118723,52.4,9938027.0,Africa
Peru,PER,2001-01-01,7598.84366016179,20.3,27014909.0,Americas
Paraguay,PRY,2001-01-01,9704.63858970816,8.9,5211541.0,Americas
Panama,PAN,2001-01-01,15206.673931726,14.0,3061024.0,Americas
Pakistan,PAK,2001-01-01,3560.91682428736,33.3,159217727.0,Asia
Nicaragua,NIC,2001-01-01,4818.28125115612,17.8,5192764.0,Americas
Moldova,MDA,2001-01-01,6090.03474356112,23.3,2918135.0,Europe
Mali,MLI,2001-01-01,2008.03323659995,57.2,11583824.0,Africa
Madagascar,MDG,2001-01-01,1788.55575345292,71.0,16709665.0,Africa
Luxembourg,LUX,2001-01-01,117732.076096471,0.0,441525.0,Europe
Kyrgyz Republic,KGZ,2001-01-01,3795.86986806748,33.4,4945100.0,Asia
Kazakhstan,KAZ,2001-01-01,15317.3547621321,12.8,14858335.0,Asia
Israel,ISR,2001-01-01,32506.8351649669,0.2,6439000.0,Asia
Indonesia,IDN,2001-01-01,6247.1310365527,40.3,217112437.0,Asia
Honduras,HND,2001-01-01,4525.46457388832,19.8,6837861.0,Americas
Germany,DEU,2001-01-01,50549.4695470052,0.0,82349925.0,Europe
Georgia,GEO,2001-01-01,6074.08643017282,23.0,4014373.0,Asia
France,FRA,2001-01-01,48179.1684165148,0.0,61367388.0,Europe
El Salvador,SLV,2001-01-01,7554.96109793203,14.1,5988095.0,Americas
Dominican Republic,DOM,2001-01-01,10985.8165765341,5.1,8669040.0,Americas
Costa Rica,CRI,2001-01-01,14264.6893830955,5.1,4053222.0,Americas
Colombia,COL,2001-01-01,10985.2294787144,21.0,39837875.0,Americas
Canada,CAN,2001-01-01,48036.6266178082,0.2,31020855.0,Americas
Cameroon,CMR,2001-01-01,3837.22463667547,25.7,15493253.0,Africa
Cabo Verde,CPV,2001-01-01,4485.70011108774,19.6,465958.0,Africa
Brazil,BRA,2001-01-01,13865.8590523631,13.0,178211881.0,Americas
Bosnia and Herzegovina,BIH,2001-01-01,8062.7462230906,0.3,4194932.0,Europe
Bolivia,BOL,2001-01-01,6149.65197439336,19.0,8746084.0,Americas
Belarus,BLR,2001-01-01,11778.0859153435,6.6,9928549.0,Europe
Azerbaijan,AZE,2001-01-01,6075.61452386132,6.2,8111200.0,Asia
Australia,AUS,2001-01-01,44771.4613117813,0.7,19274701.0,Oceania
Armenia,ARM,2001-01-01,5170.76463236335,14.0,3133133.0,Asia
Argentina,ARG,2001-01-01,21152.8567790195,8.2,37480493.0,Americas
Zambia,ZMB,2002-01-01,2329.8909762872,56.4,10508294.0,Africa
Viet Nam,VNM,2002-01-01,4698.08705170381,29.9,80642308.0,Asia
Uzbekistan,UZB,2002-01-01,3280.32331988485,80.5,25271850.0,Asia
Uruguay,URY,2002-01-01,16487.9737409145,0.6,3306441.0,Americas
United States,USA,2002-01-01,55456.8624028822,0.7,287625193.0,Americas
United Kingdom,GBR,2002-01-01,46417.0943307165,0.2,59370479.0,Europe
Ukraine,UKR,2002-01-01,12211.9052734375,2.7,48202470.0,Europe
Uganda,UGA,2002-01-01,1597.81812430697,66.0,25545090.0,Africa
Thailand,THA,2002-01-01,12520.2822797226,1.8,64222580.0,Asia
Switzerland,CHE,2002-01-01,68055.6334150035,0.0,7284753.0,Europe
Sweden,SWE,2002-01-01,48993.9353927898,0.0,8924958.0,Europe
Sri Lanka,LKA,2002-01-01,6642.9857095147,11.0,19110707.0,Asia
Samoa,WSM,2002-01-01,5125.40790173243,2.2,186630.0,Oceania
Peru,PER,2002-01-01,7919.55818900431,17.5,27334503.0,Americas
Paraguay,PRY,2002-01-01,9564.9638906598,13.2,5286512.0,Americas
Panama,PAN,2002-01-01,15246.9627122075,9.6,3120990.0,Americas
Mozambique,MOZ,2002-01-01,854.517245947282,80.6,18694946.0,Africa
Mongolia,MNG,2002-01-01,6006.1741492334,11.6,2494617.0,Asia
Moldova,MDA,2002-01-01,6580.27841436838,13.6,2911385.0,Europe
Mexico,MEX,2002-01-01,20142.6816828829,7.5,100917081.0,Americas
Maldives,MDV,2002-01-01,13586.6659530404,6.6,292284.0,Asia
Luxembourg,LUX,2002-01-01,120262.856458441,0.0,446175.0,Europe
Lesotho,LSO,2002-01-01,2010.34829728932,66.3,1997534.0,Africa
Lao PDR,LAO,2002-01-01,3145.9078069955,25.4,5606101.0,Asia
Kyrgyz Republic,KGZ,2002-01-01,3760.53541368459,31.1,4990700.0,Asia
Kazakhstan,KAZ,2002-01-01,16817.761690056,8.9,14858948.0,Asia
Jordan,JOR,2002-01-01,9195.66596074055,0.2,5275532.0,Asia
Jamaica,JAM,2002-01-01,9725.46979509523,2.1,2638244.0,Americas
Italy,ITA,2002-01-01,51489.3846069081,1.5,57059007.0,Europe
Israel,ISR,2002-01-01,31822.2882916931,0.5,6570000.0,Asia
Ireland,IRL,2002-01-01,56998.8088083896,0.2,3931947.0,Europe
Indonesia,IDN,2002-01-01,6439.1657938181,23.5,220115092.0,Asia
Honduras,HND,2002-01-01,4573.60106577003,22.0,7019908.0,Americas
Guinea-Bissau,GNB,2002-01-01,1877.97092843468,53.2,1285678.0,Africa
Guinea,GIN,2002-01-01,2525.91185223352,53.3,8577790.0,Africa
Germany,DEU,2002-01-01,50364.6463670596,0.0,82488495.0,Europe
Georgia,GEO,2002-01-01,6464.32539672648,12.7,3978515.0,Asia
France,FRA,2002-01-01,48372.4580024461,0.0,61816234.0,Europe
Fiji,FJI,2002-01-01,9817.44135167633,1.7,849891.0,Oceania
El Salvador,SLV,2002-01-01,7644.2036548452,14.7,6011275.0,Americas
Dominican Republic,DOM,2002-01-01,11315.101638723,7.6,8795101.0,Americas
Czechia,CZE,2002-01-01,31240.9171472312,0.0,10196916.0,Europe
Cote d'Ivoire,CIV,2002-01-01,4608.78917153059,29.1,17683897.0,Africa
Costa Rica,CRI,2002-01-01,14503.7566641103,4.7,4122623.0,Americas
Colombia,COL,2002-01-01,11088.7864981156,14.2,40454050.0,Americas
China,CHN,2002-01-01,4650.89682139111,36.9,1280400000.0,Asia
Canada,CAN,2002-01-01,48943.5412414992,0.2,31359199.0,Americas
Brazil,BRA,2002-01-01,14109.9318350184,11.7,180476685.0,Americas
Botswana,BWA,2002-01-01,13101.5156104559,29.1,1795130.0,Africa
Bolivia,BOL,2002-01-01,6193.10482645628,19.7,8900583.0,Americas
Belarus,BLR,2002-01-01,12451.3310156669,4.4,9865548.0,Europe
Azerbaijan,AZE,2002-01-01,6599.65760594523,0.1,8171950.0,Asia
Armenia,ARM,2002-01-01,5906.26933617911,10.0,3105037.0,Asia
Argentina,ARG,2002-01-01,18647.0998581005,12.4,37885028.0,Americas
Albania,ALB,2002-01-01,7524.71323513617,1.1,3051010.0,Europe
Uzbekistan,UZB,2003-01-01,3379.60978704788,81.5,25567650.0,Asia
Uruguay,URY,2003-01-01,16601.8645054341,0.8,3310202.0,Americas
United States,USA,2003-01-01,56519.3507123652,1.0,290107933.0,Americas
United Kingdom,GBR,2003-01-01,47655.2221253637,0.2,59647577.0,Europe
Ukraine,UKR,2003-01-01,13483.0205078125,1.1,47812949.0,Europe
Tajikistan,TJK,2003-01-01,1733.01823887895,36.7,6672492.0,Asia
Syrian Arab Republic,SYR,2003-01-01,5198.50809516772,1.1,17611356.0,Asia
Sweden,SWE,2003-01-01,49939.4352440767,0.3,8958229.0,Europe
Spain,ESP,2003-01-01,41833.6710457448,0.8,42187645.0,Europe
Sierra Leone,SLE,2003-01-01,1167.57497943909,61.3,5350907.0,Africa
Portugal,PRT,2003-01-01,35077.4352078158,0.9,10458821.0,Europe
Philippines,PHL,2003-01-01,5111.30138713724,13.6,82942837.0,Asia
Peru,PER,2003-01-01,8163.15130031961,14.7,27623341.0,Americas
Paraguay,PRY,2003-01-01,9853.83733864339,8.3,5353254.0,Americas
Panama,PAN,2003-01-01,15585.4616214433,9.9,3181608.0,Americas
Norway,NOR,2003-01-01,79930.3834548923,0.2,4564855.0,Europe
Nigeria,NGA,2003-01-01,4096.67575820875,47.9,133119801.0,Africa
Nepal,NPL,2003-01-01,2440.05045912647,40.3,25682908.0,Asia
Namibia,NAM,2003-01-01,8246.13477792621,35.9,1915425.0,Africa
Moldova,MDA,2003-01-01,7034.35784911687,5.6,2903198.0,Europe
Malaysia,MYS,2003-01-01,19288.0390214087,1.6,24739411.0,Asia
Luxembourg,LUX,2003-01-01,121922.355627882,0.1,451630.0,Europe
Kyrgyz Republic,KGZ,2003-01-01,3982.93353814795,25.7,5043300.0,Asia
Kazakhstan,KAZ,2003-01-01,18320.0793658971,6.2,14909019.0,Asia
Italy,ITA,2003-01-01,51332.0800112934,0.8,57313203.0,Europe
Israel,ISR,2003-01-01,31688.5244240061,0.5,6689700.0,Asia
Ireland,IRL,2003-01-01,57767.9433987308,0.1,3996521.0,Europe
Indonesia,IDN,2003-01-01,6657.30540289663,22.8,223080121.0,Asia
Iceland,ISL,2003-01-01,49803.120726951,0.0,289521.0,Europe
Honduras,HND,2003-01-01,4660.74661757564,26.5,7201881.0,Americas
Greece,GRC,2003-01-01,36751.5291082546,0.5,10928070.0,Europe
Germany,DEU,2003-01-01,49984.3544223018,0.0,82534176.0,Europe
Georgia,GEO,2003-01-01,7227.73705960701,12.9,3951736.0,Asia
"Gambia, The",GMB,2003-01-01,2701.9255783639,50.7,1566257.0,Africa
France,FRA,2003-01-01,48425.3789123088,0.2,62256970.0,Europe
Finland,FIN,2003-01-01,50126.3306169027,0.0,5213014.0,Europe
Estonia,EST,2003-01-01,25644.9344534581,2.5,1370720.0,Europe
El Salvador,SLV,2003-01-01,7743.80285624819,15.8,6026849.0,Americas
Ecuador,ECU,2003-01-01,9843.10250918599,14.8,13301184.0,Americas
Dominican Republic,DOM,2003-01-01,11006.7127907514,8.7,8919852.0,Americas
Denmark,DNK,2003-01-01,58541.628178994,0.3,5390574.0,Europe
Costa Rica,CRI,2003-01-01,14891.554632808,4.7,4188610.0,Americas
Colombia,COL,2003-01-01,11353.8581778102,13.0,41057687.0,Americas
Chile,CHL,2003-01-01,19107.0473063406,5.3,15859112.0,Americas
Chad,TCD,2003-01-01,1401.96877256745,57.8,9196366.0,Africa
Canada,CAN,2003-01-01,49381.5950355437,0.2,31642461.0,Americas
Burkina Faso,BFA,2003-01-01,1563.78137869999,54.7,13030591.0,Africa
Brazil,BRA,2003-01-01,14102.6954624345,12.6,182629278.0,Americas
Bhutan,BTN,2003-01-01,6305.58528628673,13.4,634627.0,Asia
Benin,BEN,2003-01-01,2726.5139607425,53.1,7659208.0,Africa
Belgium,BEL,2003-01-01,52567.513494045,0.3,10376133.0,Europe
Belarus,BLR,2003-01-01,13421.9020414477,3.5,9796749.0,Europe
Azerbaijan,AZE,2003-01-01,7218.4718855466,0.1,8234100.0,Asia
Austria,AUT,2003-01-01,56133.4193515393,0.3,8121423.0,Europe
Australia,AUS,2003-01-01,46906.5504946725,1.0,19720737.0,Oceania
Armenia,ARM,2003-01-01,6778.85189789381,7.5,3084102.0,Asia
Argentina,ARG,2003-01-01,20086.5123167203,5.4,38278164.0,Americas
Zambia,ZMB,2004-01-01,2504.8944296509,61.1,11188040.0,Africa
West Bank and Gaza,PSE,2004-01-01,4503.08034061409,0.6,3236626.0,Asia
Viet Nam,VNM,2004-01-01,5291.20234040581,20.1,82311227.0,Asia
Uruguay,URY,2004-01-01,17413.7154552696,1.0,3313801.0,Americas
United States,USA,2004-01-01,58153.3878283911,1.0,292805298.0,Americas
United Kingdom,GBR,2004-01-01,48534.6528644697,0.2,59987905.0,Europe
Ukraine,UKR,2004-01-01,15188.1669921875,0.9,47451626.0,Europe
Thailand,THA,2004-01-01,14026.6950666507,1.2,65311166.0,Asia
Tajikistan,TJK,2004-01-01,1875.34382100566,21.4,6801204.0,Asia
Switzerland,CHE,2004-01-01,68880.0502599963,0.0,7389625.0,Europe
Sweden,SWE,2004-01-01,51900.7098089822,0.4,8993531.0,Europe
Spain,ESP,2004-01-01,42402.0436363945,0.8,42921895.0,Europe
Slovenia,SVN,2004-01-01,34834.3030011557,0.0,1997012.0,Europe
Slovak Republic,SVK,2004-01-01,21894.3953623135,0.1,5372280.0,Europe
Portugal,PRT,2004-01-01,35619.5990977105,0.5,10483861.0,Europe
Poland,POL,2004-01-01,21072.0925698224,2.2,38182222.0,Europe
Peru,PER,2004-01-01,8484.78861730997,16.3,27893911.0,Americas
Paraguay,PRY,2004-01-01,10134.2508600403,5.7,5416324.0,Americas
Panama,PAN,2004-01-01,16439.0002115408,8.7,3243311.0,Americas
Pakistan,PAK,2004-01-01,3874.06196343338,20.2,170648620.0,Asia
Norway,NOR,2004-01-01,82649.4122000811,0.3,4591910.0,Europe
Netherlands,NLD,2004-01-01,57364.8309272554,0.2,16281779.0,Europe
Moldova,MDA,2004-01-01,7573.6178454751,6.6,2896023.0,Europe
Mexico,MEX,2004-01-01,20493.1303688602,7.2,103945813.0,Americas
Mauritania,MRT,2004-01-01,5003.33819377846,18.1,2946575.0,Africa
Malawi,MWI,2004-01-01,1261.27489380161,68.9,12411342.0,Africa
Luxembourg,LUX,2004-01-01,125288.495534052,0.0,458095.0,Europe
Lithuania,LTU,2004-01-01,22628.6425532586,2.7,3377075.0,Europe
Latvia,LVA,2004-01-01,20987.0364468998,2.5,2263122.0,Europe
Kyrgyz Republic,KGZ,2004-01-01,4211.5332084478,11.6,5104700.0,Asia
Kazakhstan,KAZ,2004-01-01,19939.7611321495,3.3,15012984.0,Asia
Jamaica,JAM,2004-01-01,10116.6385886035,1.2,2664024.0,Americas
Italy,ITA,2004-01-01,51726.9867697862,0.6,57685327.0,Europe
Israel,ISR,2004-01-01,32622.8752377244,0.5,6809000.0,Asia
Ireland,IRL,2004-01-01,60571.6860249554,0.1,4070262.0,Europe
Indonesia,IDN,2004-01-01,6903.76353082434,24.2,225938595.0,Asia
India,IND,2004-01-01,3655.24755695546,40.6,1136264583.0,Asia
Iceland,ISL,2004-01-01,53219.6674432147,0.2,292074.0,Europe
Hungary,HUN,2004-01-01,26873.7478780497,0.1,10107146.0,Europe
Honduras,HND,2004-01-01,4829.48944903496,25.4,7383407.0,Americas
Greece,GRC,2004-01-01,38516.1091844763,0.6,10955141.0,Europe
Germany,DEU,2004-01-01,50582.6948121358,0.0,82516260.0,Europe
Georgia,GEO,2004-01-01,7693.91525392067,12.4,3927340.0,Asia
France,FRA,2004-01-01,49430.9923926884,0.0,62716306.0,Europe
Finland,FIN,2004-01-01,51976.2868579165,0.0,5228172.0,Europe
Ethiopia,ETH,2004-01-01,886.155478225166,34.6,75301026.0,Africa
Estonia,EST,2004-01-01,27554.0501531612,1.1,1362550.0,Europe
El Salvador,SLV,2004-01-01,7801.27791779885,11.5,6035655.0,Americas
"Egypt, Arab Rep.",EGY,2004-01-01,10715.4032661374,3.1,77522427.0,Africa
Ecuador,ECU,2004-01-01,10334.2766367686,15.1,13534593.0,Americas
Dominican Republic,DOM,2004-01-01,11135.7013934391,11.6,9043127.0,Americas
Denmark,DNK,2004-01-01,59948.52048958,0.3,5404523.0,Europe
Czechia,CZE,2004-01-01,33917.7975840598,0.0,10197101.0,Europe
Cyprus,CYP,2004-01-01,40765.8046875,0.1,1018684.0,Asia
Costa Rica,CRI,2004-01-01,15315.734310015,4.7,4252800.0,Americas
"Congo, Dem. Rep.",COD,2004-01-01,927.961913872825,91.5,54815607.0,Africa
Comoros,COM,2004-01-01,3058.49434098136,14.6,581154.0,Africa
Colombia,COL,2004-01-01,11789.7757297004,12.0,41648268.0,Americas
Canada,CAN,2004-01-01,50436.294842704,0.2,31938807.0,Americas
Brazil,BRA,2004-01-01,14746.0296795594,11.1,184722043.0,Americas
Bosnia and Herzegovina,BIH,2004-01-01,9469.45757352455,0.2,4142860.0,Europe
Bolivia,BOL,2004-01-01,6399.50039351123,10.2,9216279.0,Americas
Belgium,BEL,2004-01-01,54209.685249767,0.1,10421137.0,Europe
Belarus,BLR,2004-01-01,15061.0677028504,1.3,9730146.0,Europe
Azerbaijan,AZE,2004-01-01,7817.71610674925,0.0,8306500.0,Asia
Austria,AUT,2004-01-01,57312.0590271475,0.1,8171966.0,Europe
Australia,AUS,2004-01-01,48368.1086259664,0.7,19932722.0,Oceania
Armenia,ARM,2004-01-01,7535.48358354372,5.3,3065745.0,Asia
Argentina,ARG,2004-01-01,21679.002559219,3.9,38668796.0,Americas
West Bank and Gaza,PSE,2005-01-01,4885.07252184444,0.2,3320396.0,Asia
Uruguay,URY,2005-01-01,18691.007313141,0.9,3317665.0,Americas
United States,USA,2005-01-01,59627.0590559421,1.0,295516599.0,Americas
United Kingdom,GBR,2005-01-01,49522.7417594758,0.2,60401206.0,Europe
Ukraine,UKR,2005-01-01,15769.76953125,0.4,47105171.0,Europe
Uganda,UGA,2005-01-01,1766.09267872693,57.3,27946588.0,Africa
Tunisia,TUN,2005-01-01,10302.2460712602,2.6,10388344.0,Africa
Sweden,SWE,2005-01-01,53171.3681271201,1.1,9029572.0,Europe
Spain,ESP,2005-01-01,43214.3592577387,0.7,43653155.0,Europe
South Africa,ZAF,2005-01-01,12980.5755394005,28.3,49017147.0,Africa
Solomon Islands,SLB,2005-01-01,2290.93288605984,50.6,482486.0,Oceania
Slovenia,SVN,2005-01-01,36094.7268422577,0.1,2000474.0,Europe
Slovak Republic,SVK,2005-01-01,23342.2723698022,0.2,5372807.0,Europe
Senegal,SEN,2005-01-01,3380.47403217962,41.1,10974057.0,Africa
Rwanda,RWA,2005-01-01,1363.38499018736,66.1,9026299.0,Africa
Portugal,PRT,2005-01-01,35831.5495035704,0.5,10503330.0,Europe
Poland,POL,2005-01-01,21820.6438435789,0.9,38165445.0,Europe
Peru,PER,2005-01-01,8936.89033313234,17.8,28147267.0,Americas
Paraguay,PRY,2005-01-01,10236.0263309937,6.1,5476878.0,Americas
Panama,PAN,2005-01-01,17287.7288317027,8.6,3305868.0,Americas
Pakistan,PAK,2005-01-01,4067.21609559184,20.3,174372098.0,Asia
Norway,NOR,2005-01-01,84292.5969518394,0.2,4623291.0,Europe
Niger,NER,2005-01-01,1225.05649147273,80.5,13855221.0,Africa
Nicaragua,NIC,2005-01-01,5203.37258113648,9.1,5454678.0,Americas
Netherlands,NLD,2005-01-01,58404.682754386,0.1,16319868.0,Europe
Moldova,MDA,2005-01-01,8161.47344724765,10.9,2888985.0,Europe
"Micronesia, Fed. Sts.",FSM,2005-01-01,3765.23783029516,8.6,110940.0,Oceania
Mexico,MEX,2005-01-01,20629.1863601669,7.8,105442402.0,Americas
Madagascar,MDG,2005-01-01,1686.280054226,74.2,18792171.0,Africa
Luxembourg,LUX,2005-01-01,126449.626412817,0.0,465158.0,Europe
Lithuania,LTU,2005-01-01,24778.5998800996,1.8,3322528.0,Europe
Latvia,LVA,2005-01-01,23489.3766323695,2.4,2238799.0,Europe
Kyrgyz Republic,KGZ,2005-01-01,4156.99070055663,13.6,5162600.0,Asia
Kenya,KEN,2005-01-01,3839.74491424963,36.7,35843010.0,Africa
Kazakhstan,KAZ,2005-01-01,21680.3427509133,8.7,15147029.0,Asia
Italy,ITA,2005-01-01,51894.4043925102,0.6,57969484.0,Europe
Israel,ISR,2005-01-01,33377.8945551828,0.5,6930100.0,Asia
Ireland,IRL,2005-01-01,62668.0360948081,0.0,4159914.0,Europe
"Iran, Islamic Rep.",IRN,2005-01-01,13362.4337267373,1.0,70182594.0,Asia
Indonesia,IDN,2005-01-01,7205.34882559858,20.1,228805144.0,Asia
Iceland,ISL,2005-01-01,55592.1091330641,0.0,296734.0,Europe
Hungary,HUN,2005-01-01,28083.578008854,0.7,10087065.0,Europe
Honduras,HND,2005-01-01,4999.01503103374,25.1,7564613.0,Americas
Greece,GRC,2005-01-01,38633.416971326,0.3,10987314.0,Europe
Ghana,GHA,2005-01-01,3713.44854794155,42.5,22496951.0,Africa
Germany,DEU,2005-01-01,50981.750349177,0.0,82469422.0,Europe
Georgia,GEO,2005-01-01,8485.58670534953,12.9,3902469.0,Asia
Gabon,GAB,2005-01-01,21270.4183466018,5.5,1458353.0,Africa
France,FRA,2005-01-01,49877.6905759025,0.0,63188395.0,Europe
Finland,FIN,2005-01-01,53238.6293374057,0.1,5246096.0,Europe
Estonia,EST,2005-01-01,30352.1625113727,0.8,1354775.0,Europe
El Salvador,SLV,2005-01-01,8007.54858235423,11.3,6037817.0,Americas
Ecuador,ECU,2005-01-01,10705.9669778061,11.8,13770012.0,Americas
Dominican Republic,DOM,2005-01-01,12023.8661582376,7.4,9164768.0,Americas
Denmark,DNK,2005-01-01,61180.5288382455,0.3,5419432.0,Europe
Czechia,CZE,2005-01-01,36106.9410155147,0.0,10211216.0,Europe
Cyprus,CYP,2005-01-01,42132.99609375,0.0,1037062.0,Asia
Costa Rica,CRI,2005-01-01,15692.0111126323,3.3,4315887.0,Americas
"Congo, Rep.",COG,2005-01-01,7926.6277907881,49.6,3672839.0,Africa
Colombia,COL,2005-01-01,12191.4410858958,10.7,42220940.0,Americas
China,CHN,2005-01-01,6165.18344017524,22.3,1303720000.0,Asia
Canada,CAN,2005-01-01,51564.8455651212,0.2,32242732.0,Americas
Brazil,BRA,2005-01-01,15049.1448632499,10.0,186797334.0,Americas
Bolivia,BOL,2005-01-01,6567.64163149633,15.6,9377388.0,Americas
Belgium,BEL,2005-01-01,55164.0226862774,0.2,10478617.0,Europe
Belarus,BLR,2005-01-01,16589.7310182455,0.9,9663915.0,Europe
Bangladesh,BGD,2005-01-01,3318.83416270037,24.0,140912590.0,Asia
Azerbaijan,AZE,2005-01-01,9901.92662966046,0.0,8391850.0,Asia
Austria,AUT,2005-01-01,58200.3256298781,0.2,8227829.0,Europe
Armenia,ARM,2005-01-01,8635.02034431875,2.6,3047246.0,Asia
Argentina,ARG,2005-01-01,23355.3307814191,2.7,39070501.0,Americas
Albania,ALB,2005-01-01,8957.70965522176,0.6,3011487.0,Europe
Zambia,ZMB,2006-01-01,2708.74257243278,64.7,11971567.0,Africa
West Bank and Gaza,PSE,2006-01-01,4714.37331793342,0.3,3406334.0,Asia
Viet Nam,VNM,2006-01-01,5968.66253363292,14.9,83951800.0,Asia
Uruguay,URY,2006-01-01,19430.0330675735,0.6,3322282.0,Americas
United States,USA,2006-01-01,60699.2720850035,1.0,298379912.0,Americas
United Kingdom,GBR,2006-01-01,50333.1544815525,0.2,60846820.0,Europe
Ukraine,UKR,2006-01-01,17078.837890625,0.2,46787786.0,Europe
Togo,TGO,2006-01-01,1986.25632838684,61.0,5874240.0,Africa
Thailand,THA,2006-01-01,15106.8431574854,0.9,66319525.0,Asia
Syrian Arab Republic,SYR,2006-01-01,5619.66006559944,1.8,19432009.0,Asia
Switzerland,CHE,2006-01-01,72728.9237361536,0.0,7483934.0,Europe
Sweden,SWE,2006-01-01,55338.4814990765,0.4,9080505.0,Europe
Sri Lanka,LKA,2006-01-01,8163.8895543906,5.6,19870706.0,Asia
Spain,ESP,2006-01-01,44233.2555241466,0.8,44397319.0,Europe
Slovenia,SVN,2006-01-01,38047.2648223439,0.1,2006868.0,Europe
Slovak Republic,SVK,2006-01-01,25323.6086354061,0.2,5373054.0,Europe
Romania,ROU,2006-01-01,22484.5377458804,7.4,21193760.0,Europe
Portugal,PRT,2006-01-01,36348.2176631926,0.1,10522288.0,Europe
Poland,POL,2006-01-01,23173.1776175081,0.7,38141267.0,Europe
Philippines,PHL,2006-01-01,5680.56793724059,14.9,87901835.0,Asia
Peru,PER,2006-01-01,9530.57214741985,15.6,28381078.0,Americas
Paraguay,PRY,2006-01-01,10616.0538529255,7.9,5534675.0,Americas
Panama,PAN,2006-01-01,18433.8934721729,9.4,3368573.0,Americas
Norway,NOR,2006-01-01,85674.6331554661,0.1,4660677.0,Europe
Netherlands,NLD,2006-01-01,60329.08775557,0.0,16346101.0,Europe
Morocco,MAR,2006-01-01,6474.28955078125,4.2,30833022.0,Africa
Moldova,MDA,2006-01-01,8577.02858037286,2.0,2880967.0,Europe
Mexico,MEX,2006-01-01,21328.2593765965,5.4,106886790.0,Americas
Mauritius,MUS,2006-01-01,15871.3026347781,0.3,1233996.0,Africa
Malta,MLT,2006-01-01,33985.5254012515,0.5,405308.0,Europe
Mali,MLI,2006-01-01,2175.31685828662,49.7,13623541.0,Africa
Malaysia,MYS,2006-01-01,21376.8504043142,0.8,26509413.0,Asia
Luxembourg,LUX,2006-01-01,131936.412666174,0.0,472637.0,Europe
Lithuania,LTU,2006-01-01,27044.0123742384,1.5,3269909.0,Europe
Latvia,LVA,2006-01-01,26543.8525096265,1.6,2218357.0,Europe
Kyrgyz Republic,KGZ,2006-01-01,4240.14823933634,8.4,5218400.0,Asia
"Korea, Rep.",KOR,2006-01-01,32897.9651896361,0.2,48438292.0,Asia
Kiribati,KIR,2006-01-01,2262.40760331279,14.0,100083.0,Oceania
Kazakhstan,KAZ,2006-01-01,23747.6345263612,1.0,15308085.0,Asia
Jordan,JOR,2006-01-01,10555.551547742,0.1,6075548.0,Asia
Italy,ITA,2006-01-01,52665.1179585542,0.7,58143979.0,Europe
Israel,ISR,2006-01-01,34623.7486959527,0.2,7053700.0,Asia
Ireland,IRL,2006-01-01,64043.7183622585,0.4,4273591.0,Europe
Iraq,IRQ,2006-01-01,10463.516211117,0.0,28905607.0,Asia
"Iran, Islamic Rep.",IRN,2006-01-01,13815.3399439772,0.8,71275760.0,Asia
Indonesia,IDN,2006-01-01,7503.58076710768,26.2,231797427.0,Asia
Iceland,ISL,2006-01-01,57732.5991801768,0.1,303782.0,Europe
Hungary,HUN,2006-01-01,29237.2665948924,0.1,10071370.0,Europe
Honduras,HND,2006-01-01,5203.1009617448,21.1,7745200.0,Americas
Guatemala,GTM,2006-01-01,9455.33130927354,11.7,13213330.0,Americas
Greece,GRC,2006-01-01,40694.742220493,0.6,11020362.0,Europe
Germany,DEU,2006-01-01,52987.1737476882,0.0,82376451.0,Europe
Georgia,GEO,2006-01-01,9337.98906420101,12.6,3880347.0,Asia
France,FRA,2006-01-01,50746.1036933234,0.0,63628261.0,Europe
Finland,FIN,2006-01-01,55170.6279707901,0.1,5266268.0,Europe
Estonia,EST,2006-01-01,33513.2595703852,0.8,1346810.0,Europe
El Salvador,SLV,2006-01-01,8359.51693619745,7.7,6034436.0,Americas
Ecuador,ECU,2006-01-01,10980.1111361482,8.2,14009061.0,Americas
Dominican Republic,DOM,2006-01-01,12958.1575140211,6.3,9284168.0,Americas
Denmark,DNK,2006-01-01,63365.9361558326,0.1,5437272.0,Europe
Czechia,CZE,2006-01-01,38446.022169455,0.1,10238905.0,Europe
Cyprus,CYP,2006-01-01,43389.10546875,0.0,1055438.0,Asia
Costa Rica,CRI,2006-01-01,16602.1223802846,3.3,4378172.0,Americas
Chile,CHL,2006-01-01,22211.2277235966,2.0,16334575.0,Americas
Canada,CAN,2006-01-01,52391.3792619498,0.2,32571193.0,Americas
Burundi,BDI,2006-01-01,980.027004845494,71.8,7658190.0,Africa
Bulgaria,BGR,2006-01-01,19180.43098179,5.8,7601022.0,Europe
Brazil,BRA,2006-01-01,15477.7387914319,8.3,188820682.0,Americas
Bolivia,BOL,2006-01-01,6763.48658456261,12.5,9542663.0,Americas
Belgium,BEL,2006-01-01,56200.1040928004,0.2,10547958.0,Europe
Belarus,BLR,2006-01-01,18360.782137752,0.4,9604924.0,Europe
Austria,AUT,2006-01-01,59913.4044082921,0.1,8268641.0,Europe
Armenia,ARM,2006-01-01,9841.8929818114,2.0,3026486.0,Asia
Argentina,ARG,2006-01-01,24975.0187058769,2.2,39476851.0,Americas
West Bank and Gaza,PSE,2007-01-01,4769.52328096801,1.4,3494496.0,Asia
Uruguay,URY,2007-01-01,20661.4416511905,0.4,3328651.0,Americas
United States,USA,2007-01-01,61329.5392265213,1.0,301231207.0,Americas
